symbol,systematic_name,nutrient,rate,expression,bp,mf
SYP1,YCR030C,Glucose,0.05,-0.84,biological process unknown,molecular function unknown
HMG1,YML075C,Glucose,0.05,-0.43,ergosterol biosynthesis,hydroxymethylglutaryl-CoA reductase (NADPH) activity
NA,YKR018C,Glucose,0.05,-0.01,biological process unknown,molecular function unknown
ECM33,YBR078W,Glucose,0.05,-0.54,cell wall organization and biogenesis,molecular function unknown
PDR15,YDR406W,Glucose,0.05,-0.79,transport,"ATPase activity, coupled to transmembrane movement of substances"
SHE10,YGL228W,Glucose,0.05,-0.38,biological process unknown,molecular function unknown
USO1,YDL058W,Glucose,0.05,-0.25,ER to Golgi transport*,molecular function unknown
NA,YPL176C,Glucose,0.05,-0.26,biological process unknown,receptor activity
NA,YOR015W,Glucose,0.05,-0.53,NA,NA
NA,YLR224W,Glucose,0.05,-0.34,ubiquitin-dependent protein catabolism,protein binding
NA,YBR007C,Glucose,0.05,-0.73,biological process unknown,molecular function unknown
NA,YDR415C,Glucose,0.05,-0.32,biological process unknown,molecular function unknown
GCR2,YNL199C,Glucose,0.05,-0.29,positive regulation of transcription from RNA polymerase II promoter*,transcriptional activator activity
SSF2,YDR312W,Glucose,0.05,-0.13,ribosomal large subunit assembly and maintenance*,rRNA binding
CGR1,YGL029W,Glucose,0.05,-0.6,rRNA processing*,molecular function unknown
EFB1,YAL003W,Glucose,0.05,-0.13,translational elongation,translation elongation factor activity
SPB4,YFL002C,Glucose,0.05,-0.51,35S primary transcript processing*,ATP-dependent RNA helicase activity
NA,YER137C,Glucose,0.05,-0.24,biological process unknown,molecular function unknown
NA,YLR218C,Glucose,0.05,-0.55,biological process unknown,molecular function unknown
NA,YBL107C,Glucose,0.05,-0.05,biological process unknown,molecular function unknown
SPO12,YHR152W,Glucose,0.05,-0.44,regulation of exit from mitosis*,molecular function unknown
RRP46,YGR095C,Glucose,0.05,-0.23,35S primary transcript processing*,3'-5'-exoribonuclease activity
NOP8,YOL144W,Glucose,0.05,-0.57,rRNA processing*,molecular function unknown
FYV7,YLR068W,Glucose,0.05,-0.61,processing of 20S pre-rRNA,molecular function unknown
REV1,YOR346W,Glucose,0.05,-0.39,DNA repair*,DNA-directed DNA polymerase activity*
HCA4,YJL033W,Glucose,0.05,-0.22,35S primary transcript processing,ATP-dependent RNA helicase activity
NA,YLR143W,Glucose,0.05,-0.48,biological process unknown,molecular function unknown
BUD20,YLR074C,Glucose,0.05,-0.3,bud site selection,molecular function unknown
NA,YLR162W,Glucose,0.05,-1.56,biological process unknown,molecular function unknown
CUE1,YMR264W,Glucose,0.05,-0.17,ER-associated protein catabolism*,protein binding
POM34,YLR018C,Glucose,0.05,-0.4,nucleocytoplasmic transport,molecular function unknown
NA,YCR100C,Glucose,0.05,0.16,biological process unknown,molecular function unknown
NA,YCR099C,Glucose,0.05,0.22,biological process unknown,molecular function unknown
YCK2,YNL154C,Glucose,0.05,-0.17,protein amino acid phosphorylation*,casein kinase I activity
UTP20,YBL004W,Glucose,0.05,-0.48,35S primary transcript processing,snoRNA binding
NA,YMR269W,Glucose,0.05,-0.29,biological process unknown,molecular function unknown
DML1,YMR211W,Glucose,0.05,-0.08,mitochondrial genome maintenance*,structural molecule activity
PRS4,YBL068W,Glucose,0.05,-0.26,histidine biosynthesis*,ribose phosphate diphosphokinase activity
HIS1,YER055C,Glucose,0.05,0,histidine biosynthesis,ATP phosphoribosyltransferase activity
NA,YML079W,Glucose,0.05,0,biological process unknown,molecular function unknown
NA,YHR192W,Glucose,0.05,-0.08,biological process unknown,molecular function unknown
APD1,YBR151W,Glucose,0.05,-0.4,biological process unknown,molecular function unknown
PMU1,YKL128C,Glucose,0.05,-0.72,biological process unknown,molecular function unknown
NA,YNR004W,Glucose,0.05,-0.02,biological process unknown,molecular function unknown
TFB2,YPL122C,Glucose,0.05,-0.4,transcription initiation from RNA polymerase II promoter*,general RNA polymerase II transcription factor activity
CPR8,YNR028W,Glucose,0.05,-0.43,biological process unknown,peptidyl-prolyl cis-trans isomerase activity
SPO7,YAL009W,Glucose,0.05,-0.22,sporulation (sensu Fungi)*,molecular function unknown
TAF11,YML015C,Glucose,0.05,-0.2,transcription initiation from RNA polymerase II promoter*,general RNA polymerase II transcription factor activity
CTS2,YDR371W,Glucose,0.05,-0.26,biological process unknown,molecular function unknown
NA,YGR093W,Glucose,0.05,-0.34,biological process unknown,molecular function unknown
RRP15,YPR143W,Glucose,0.05,-0.38,processing of 27S pre-rRNA,molecular function unknown
LRS4,YDR439W,Glucose,0.05,-0.47,chromatin silencing at ribosomal DNA*,molecular function unknown
NA,YGL057C,Glucose,0.05,-0.23,biological process unknown,molecular function unknown
ERV25,YML012W,Glucose,0.05,-0.56,ER to Golgi transport,molecular function unknown
RPO26,YPR187W,Glucose,0.05,-0.69,transcription from RNA polymerase II promoter*,DNA-directed RNA polymerase activity
PEX17,YNL214W,Glucose,0.05,0.16,peroxisome organization and biogenesis,protein binding
RNH203,YLR154C,Glucose,0.05,-0.12,DNA replication,ribonuclease H activity
PEP1,YBL017C,Glucose,0.05,-0.23,protein-vacuolar targeting*,signal sequence binding
SPB1,YCL054W,Glucose,0.05,-0.26,processing of 27S pre-rRNA,S-adenosylmethionine-dependent methyltransferase activity*
NOP2,YNL061W,Glucose,0.05,-0.18,rRNA processing,S-adenosylmethionine-dependent methyltransferase activity*
NA,YCR061W,Glucose,0.05,-0.02,biological process unknown,molecular function unknown
RSP5,YER125W,Glucose,0.05,-0.39,endocytosis*,ubiquitin-protein ligase activity
SWF1,YDR126W,Glucose,0.05,-0.17,spore wall assembly (sensu Fungi),molecular function unknown
COY1,YKL179C,Glucose,0.05,0.01,Golgi vesicle transport,molecular function unknown
UTP11,YKL099C,Glucose,0.05,-0.39,processing of 20S pre-rRNA,snoRNA binding
NA,YDR326C,Glucose,0.05,-0.74,biological process unknown,molecular function unknown
RDS3,YPR094W,Glucose,0.05,-0.14,"nuclear mRNA splicing, via spliceosome*",transcription factor activity
SNU23,YDL098C,Glucose,0.05,-0.48,"nuclear mRNA splicing, via spliceosome","RNA splicing factor activity, transesterification mechanism"
NA,YOR304C-A,Glucose,0.05,-0.66,biological process unknown,molecular function unknown
RUB1,YDR139C,Glucose,0.05,-0.42,protein deneddylation*,protein tag
GIM3,YNL153C,Glucose,0.05,-0.29,tubulin folding,tubulin binding
NA,YDR336W,Glucose,0.05,-0.14,biological process unknown,molecular function unknown
CBS1,YDL069C,Glucose,0.05,-0.25,protein biosynthesis,"translation factor activity, nucleic acid binding"
DID2,YKR035W-A,Glucose,0.05,-0.3,protein-vacuolar targeting*,molecular function unknown
ERP3,YDL018C,Glucose,0.05,-0.19,secretory pathway,molecular function unknown
CCE1,YKL011C,Glucose,0.05,-0.25,DNA recombination,endodeoxyribonuclease activity
SEC65,YML105C,Glucose,0.05,-0.41,protein-ER targeting*,molecular function unknown
KAR1,YNL188W,Glucose,0.05,-0.75,spindle pole body duplication in nuclear envelope*,protein binding
PRP11,YDL043C,Glucose,0.05,-0.13,spliceosome assembly,RNA binding
NCS2,YNL119W,Glucose,0.05,-0.28,pseudohyphal growth*,molecular function unknown
MAK3,YPR051W,Glucose,0.05,-0.57,N-terminal protein amino acid acetylation,peptide alpha-N-acetyltransferase activity
TRS33,YOR115C,Glucose,0.05,-0.8,ER to Golgi transport,molecular function unknown
TFB4,YPR056W,Glucose,0.05,-0.42,transcription initiation from RNA polymerase II promoter*,general RNA polymerase II transcription factor activity
YPT6,YLR262C,Glucose,0.05,-0.42,intracellular protein transport*,GTPase activity
CDC8,YJR057W,Glucose,0.05,-0.13,DNA repair*,thymidylate kinase activity*
RSA3,YLR221C,Glucose,0.05,-0.14,ribosomal large subunit assembly and maintenance,molecular function unknown
TAN1,YGL232W,Glucose,0.05,-0.35,tRNA modification,RNA binding
THP2,YHR167W,Glucose,0.05,-0.38,mRNA-nucleus export*,nucleic acid binding
SMD2,YLR275W,Glucose,0.05,-0.79,"nuclear mRNA splicing, via spliceosome","RNA splicing factor activity, transesterification mechanism"
SHU2,YDR078C,Glucose,0.05,-0.44,error-free DNA repair,molecular function unknown
NA,YJR141W,Glucose,0.05,0.04,mRNA processing,molecular function unknown
NA,YLR404W,Glucose,0.05,-0.32,biological process unknown,molecular function unknown
RCY1,YJL204C,Glucose,0.05,-0.21,endocytosis,protein binding
COG7,YGL005C,Glucose,0.05,-0.07,intra-Golgi transport,molecular function unknown
NA,YGR106C,Glucose,0.05,-0.33,biological process unknown,molecular function unknown
NA,YER188W,Glucose,0.05,-0.51,NA,NA
RMA1,YKL132C,Glucose,0.05,-0.41,biological process unknown,tetrahydrofolylpolyglutamate synthase activity
BAR1,YIL015W,Glucose,0.05,-1.79,protein catabolism,aspartic-type endopeptidase activity
FAR1,YJL157C,Glucose,0.05,-0.91,signal transduction during conjugation with cellular fusion*,cyclin-dependent protein kinase inhibitor activity
MFA2,YNL145W,Glucose,0.05,-1.42,signal transduction during conjugation with cellular fusion,mating pheromone activity
SPO16,YHR153C,Glucose,0.05,-0.62,sporulation (sensu Fungi),molecular function unknown
NA,YDR210W,Glucose,0.05,-0.74,biological process unknown,molecular function unknown
HMF1,YER057C,Glucose,0.05,-0.15,biological process unknown,molecular function unknown
ECM25,YJL201W,Glucose,0.05,-0.21,cell wall organization and biogenesis*,molecular function unknown
MMT1,YMR177W,Glucose,0.05,-0.72,iron ion homeostasis,molecular function unknown
CSH1,YBR161W,Glucose,0.05,-1.12,sphingolipid biosynthesis*,mannosyltransferase activity*
SLY41,YOR307C,Glucose,0.05,-0.55,ER to Golgi transport,molecular function unknown
ALK1,YGL021W,Glucose,0.05,-0.89,mitosis,protein serine/threonine kinase activity
NA,YEL016C,Glucose,0.05,-0.46,biological process unknown,molecular function unknown
ARE2,YNR019W,Glucose,0.05,-0.73,sterol metabolism,sterol O-acyltransferase activity
RFX1,YLR176C,Glucose,0.05,-0.37,negative regulation of transcription from RNA polymerase II promoter*,specific transcriptional repressor activity
CDD1,YLR245C,Glucose,0.05,-0.54,cytidine catabolism*,cytidine deaminase activity
NA,YLR460C,Glucose,0.05,-1.07,biological process unknown,molecular function unknown
NA,YJL051W,Glucose,0.05,-0.63,biological process unknown,molecular function unknown
RER1,YCL001W,Glucose,0.05,-0.41,ER to Golgi transport*,molecular function unknown
SGD1,YLR336C,Glucose,0.05,-0.27,osmoregulation,molecular function unknown
EKI1,YDR147W,Glucose,0.05,-0.53,phosphatidylethanolamine biosynthesis,choline kinase activity*
NA,YGR151C,Glucose,0.05,-0.76,NA,NA
RIT1,YMR283C,Glucose,0.05,-0.34,charged-tRNA modification,"transferase activity, transferring pentosyl groups"
NNF1,YJR112W,Glucose,0.05,-0.5,chromosome segregation,molecular function unknown
HHF2,YNL030W,Glucose,0.05,-1.11,chromatin assembly or disassembly,DNA binding
CYB5,YNL111C,Glucose,0.05,-0.69,sterol biosynthesis,electron transporter activity
SST2,YLR452C,Glucose,0.05,-1.58,signal transduction*,GTPase activator activity
STE2,YFL026W,Glucose,0.05,-2.19,response to pheromone during conjugation with cellular fusion*,mating-type alpha-factor pheromone receptor activity
MTW1,YAL034W-A,Glucose,0.05,-0.34,chromosome segregation,molecular function unknown
SHE1,YBL031W,Glucose,0.05,-0.63,biological process unknown,molecular function unknown
NOP53,YPL146C,Glucose,0.05,-0.49,ribosome biogenesis*,protein binding
SAS10,YDL153C,Glucose,0.05,-0.08,processing of 20S pre-rRNA*,snoRNA binding
BUD21,YOR078W,Glucose,0.05,-0.57,processing of 20S pre-rRNA,snoRNA binding
NOP12,YOL041C,Glucose,0.05,-0.38,rRNA metabolism,RNA binding
NA,YGR271C-A,Glucose,0.05,-0.64,biological process unknown,molecular function unknown
NA,YGR272C,Glucose,0.05,-0.61,processing of 20S pre-rRNA,molecular function unknown
NA,YBL036C,Glucose,0.05,-0.11,amino acid metabolism,alanine racemase activity*
NA,YPL199C,Glucose,0.05,-0.01,biological process unknown,molecular function unknown
STE4,YOR212W,Glucose,0.05,-0.91,signal transduction during conjugation with cellular fusion,GTPase activity
NA,YKL063C,Glucose,0.05,-0.64,biological process unknown,molecular function unknown
NA,YOR252W,Glucose,0.05,-0.47,biological process unknown,molecular function unknown
ARL1,YBR164C,Glucose,0.05,-0.42,protein-vacuolar targeting*,GTPase activity
SRP21,YKL122C,Glucose,0.05,-0.44,protein-ER targeting*,signal sequence binding
DAD2,YKR083C,Glucose,0.05,-1.08,mitotic spindle organization and biogenesis in nucleus*,structural constituent of cytoskeleton
NA,YOR287C,Glucose,0.05,-0.53,processing of 20S pre-rRNA,molecular function unknown
GPX2,YBR244W,Glucose,0.05,-0.1,response to oxidative stress,glutathione peroxidase activity
LRP1,YHR081W,Glucose,0.05,-0.03,DNA repair*,molecular function unknown
NA,YLR003C,Glucose,0.05,0.05,regulation of DNA replication,molecular function unknown
NOP15,YNL110C,Glucose,0.05,-0.42,ribosomal large subunit biogenesis*,molecular function unknown
NA,YNL056W,Glucose,0.05,-0.23,biological process unknown,molecular function unknown
YKE2,YLR200W,Glucose,0.05,-0.49,protein folding*,tubulin binding
SDC1,YDR469W,Glucose,0.05,-0.87,chromatin silencing at telomere*,histone lysine N-methyltransferase activity (H3-K4 specific)
PSF1,YDR013W,Glucose,0.05,-0.4,DNA-dependent DNA replication,DNA binding
SPC1,YJR010C-A,Glucose,0.05,-0.02,signal peptide processing,molecular function unknown
NSA2,YER126C,Glucose,0.05,-0.18,ribosomal large subunit biogenesis,molecular function unknown
NA,YCR016W,Glucose,0.05,-0.5,biological process unknown,molecular function unknown
RSC4,YKR008W,Glucose,0.05,-0.39,chromatin remodeling,molecular function unknown
RFA3,YJL173C,Glucose,0.05,-0.41,DNA recombination*,DNA binding
NA,YBL028C,Glucose,0.05,-0.8,biological process unknown,molecular function unknown
SRN2,YLR119W,Glucose,0.05,-0.24,protein-vacuolar targeting*,molecular function unknown
MDM20,YOL076W,Glucose,0.05,-0.48,mitochondrion inheritance*,peptide alpha-N-acetyltransferase activity
MNN10,YDR245W,Glucose,0.05,-0.36,actin filament organization*,"alpha-1,6-mannosyltransferase activity"
STE6,YKL209C,Glucose,0.05,-1.16,peptide pheromone export,"ATPase activity, coupled to transmembrane movement of substances"
DER1,YBR201W,Glucose,0.05,-0.09,ER-associated protein catabolism,molecular function unknown
STE18,YJR086W,Glucose,0.05,-0.54,signal transduction during conjugation with cellular fusion,GTPase activity
EAF6,YJR082C,Glucose,0.05,-0.05,biological process unknown,molecular function unknown
SPC2,YML055W,Glucose,0.05,-0.36,signal peptide processing,protein binding
NA,YBR242W,Glucose,0.05,-0.29,biological process unknown,molecular function unknown
NA,YER071C,Glucose,0.05,-0.28,biological process unknown,molecular function unknown
HRT1,YOL133W,Glucose,0.05,0.07,G1/S transition of mitotic cell cycle*,protein binding*
URM1,YIL008W,Glucose,0.05,-0.14,protein modification,protein binding*
POP8,YBL018C,Glucose,0.05,0.07,rRNA processing*,ribonuclease P activity*
PLP1,YDR183W,Glucose,0.05,0.1,beta-tubulin folding*,GTPase inhibitor activity
NA,YLR051C,Glucose,0.05,-0.1,biological process unknown,molecular function unknown
HIT1,YJR055W,Glucose,0.05,-0.2,biological process unknown,molecular function unknown
HSH49,YOR319W,Glucose,0.05,-0.16,"nuclear mRNA splicing, via spliceosome",RNA binding
FRQ1,YDR373W,Glucose,0.05,0.2,regulation of signal transduction,enzyme activator activity*
SEM1,YDR363W-A,Glucose,0.05,-0.45,ubiquitin-dependent protein catabolism*,molecular function unknown
MLC1,YGL106W,Glucose,0.05,-0.43,endocytosis*,microfilament motor activity
RPC17,YJL011C,Glucose,0.05,-0.9,transcription initiation from RNA polymerase III promoter,DNA-directed RNA polymerase activity
NA,YDL177C,Glucose,0.05,-0.19,biological process unknown,molecular function unknown
NA,YDR056C,Glucose,0.05,-0.13,biological process unknown,molecular function unknown
GIM5,YML094W,Glucose,0.05,-0.11,tubulin folding,tubulin binding
NA,YKL069W,Glucose,0.05,-0.22,biological process unknown,molecular function unknown
LSM7,YNL147W,Glucose,0.05,-0.33,"nuclear mRNA splicing, via spliceosome*",RNA binding
DYN2,YDR424C,Glucose,0.05,-0.32,microtubule-based process*,microtubule motor activity
THI80,YOR143C,Glucose,0.05,-1.04,thiamin diphosphate biosynthesis,thiamin diphosphokinase activity
NA,YML036W,Glucose,0.05,-0.73,biological process unknown,molecular function unknown
NNT1,YLR285W,Glucose,0.05,-0.43,chromatin silencing at ribosomal DNA*,nicotinamide N-methyltransferase activity
OST2,YOR103C,Glucose,0.05,-0.49,protein amino acid N-linked glycosylation,dolichyl-diphosphooligosaccharide-protein glycotransferase activity
NA,YOR164C,Glucose,0.05,-0.52,biological process unknown,molecular function unknown
